Gene stable ID,Transcript stable ID,Transcript start (bp),Transcript end (bp),length
MGG_01374,MGG_01374T0,3301052,3302111,1059
MGG_03926,MGG_03926T0,2536326,2539518,3192
MGG_00411,MGG_00411T0,2973275,2976274,2999
MGG_06096,MGG_06096T0,2560278,2563053,2775
MGG_08614,MGG_08614T0,7576416,7578290,1874
MGG_08279,MGG_08279T0,8025399,8028122,2723
MGG_02532,MGG_02532T0,2476899,2478322,1423
MGG_14758,MGG_14758T0,1962661,1964093,1432
MGG_12081,MGG_12081T0,2745997,2746345,348
MGG_13326,MGG_13326T0,69523,72791,3268
MGG_03161,MGG_03161T0,2845089,2848697,3608
MGG_00311,MGG_00311T0,3310828,3312350,1522
MGG_07523,MGG_07523T0,916630,921637,5007
MGG_06241,MGG_06241T0,4437453,4439145,1692
MGG_08582,MGG_08582T0,759414,763489,4075
MGG_01751,MGG_01751T0,4695759,4700079,4320
MGG_12527,MGG_12527T0,504669,506751,2082
MGG_04456,MGG_04456T0,849123,853349,4226
MGG_10735,MGG_10735T0,104396,106811,2415
MGG_05675,MGG_05675T0,6082308,6086475,4167
MGG_06001,MGG_06001T0,2248419,2250962,2543
MGG_07386,MGG_07386T0,402606,406364,3758
MGG_14677,MGG_14677T0,2746729,2748586,1857
MGG_10185,MGG_10185T0,1686021,1687321,1300
MGG_17884,MGG_17884T0,569646,571245,1599
MGG_11206,MGG_11206T0,3600813,3601531,718
MGG_07215,MGG_07215T0,6810552,6814050,3498
MGG_15858,MGG_15858T0,6486537,6486958,421
MGG_04613,MGG_04613T0,1090665,1091903,1238
MGG_11279,MGG_11279T0,2543195,2545948,2753
MGG_15310,MGG_15310T0,6825662,6827566,1904
MGG_17526,MGG_17526T0,4026980,4027501,521
MGG_00811,MGG_00811T0,1528958,1531084,2126
MGG_16985,MGG_16985T0,6556354,6556816,462
MGG_07642,MGG_07642T0,1306221,1307519,1298
MGG_04050,MGG_04050T0,2121814,2123567,1753
MGG_03637,MGG_03637T0,1171790,1177386,5596
MGG_10505,MGG_10505T0,4637655,4638948,1293
MGG_00096,MGG_00096T0,4149210,4151088,1878
MGG_09512,MGG_09512T0,3429251,3431109,1858
MGG_03184,MGG_03184T0,2782297,2784328,2031
MGG_07791,MGG_07791T0,5773988,5774653,665
MGG_08199,MGG_08199T0,6033677,6038963,5286
MGG_13797,MGG_13797T0,7126844,7127250,406
MGG_09147,MGG_09147T0,295827,296873,1046
MGG_09533,MGG_09533T0,3349955,3353108,3153
MGG_03349,MGG_03349T0,2181439,2183287,1848
MGG_07910,MGG_07910T0,6225225,6227389,2164
MGG_00793,MGG_00793T0,1603790,1604212,422
MGG_02374,MGG_02374T0,1583769,1586067,2298
MGG_06120,MGG_06120T0,2636470,2645180,8710
MGG_00860,MGG_00860T0,1351107,1352219,1112
MGG_11193,MGG_11193T0,3835427,3837315,1888
MGG_16070,MGG_16070T0,1046395,1047510,1115
MGG_13927,MGG_13927T0,6412748,6414575,1827
MGG_16717,MGG_16717T0,1999273,1999670,397
MGG_09329,MGG_09329T0,3661346,3662423,1077
MGG_08069,MGG_08069T0,5588837,5590313,1476
MGG_17807,MGG_17807T0,3623349,3624245,896
MGG_05031,MGG_05031T0,4357497,4360111,2614
MGG_09103,MGG_09103T0,178078,180754,2676
MGG_13604,MGG_13604T0,4885403,4886140,737
MGG_05297,MGG_05297T0,5317892,5318644,752
MGG_07938,MGG_07938T0,6302020,6303040,1020
MGG_04045,MGG_04045T0,2131908,2135141,3233
MGG_00535,MGG_00535T0,2566599,2570242,3643
MGG_04821,MGG_04821T0,1491463,1494338,2875
MGG_06621,MGG_06621T0,3073362,3074211,849
MGG_16364,MGG_16364T0,5266926,5267652,726
MGG_13186,MGG_13186T0,2896756,2899528,2772
MGG_02556,MGG_02556T0,2388447,2388989,542
MGG_04496,MGG_04496T0,7304036,7305116,1080
MGG_03110,MGG_03110T0,279006,280733,1727
MGG_04308,MGG_04308T0,1228527,1228744,217
MGG_15208,MGG_15208T0,998010,998594,584
MGG_01014,MGG_01014T0,818444,822768,4324
MGG_15288,MGG_15288T0,971513,974054,2541
MGG_07444,MGG_07444T0,661943,664407,2464
MGG_00053,MGG_00053T0,4282254,4284691,2437
MGG_06373,MGG_06373T0,3975428,3977374,1946
MGG_00809,MGG_00809T0,1533188,1537233,4045
MGG_00241,MGG_00241T0,3548461,3555648,7187
MGG_03385,MGG_03385T0,2064035,2065141,1106
MGG_04759,MGG_04759T0,1382223,1386287,4064
MGG_02658,MGG_02658T0,2009683,2012317,2634
MGG_01169,MGG_01169T0,2495306,2497442,2136
MGG_14329,MGG_14329T0,6499302,6503651,4349
MGG_17076,MGG_17076T0,1509604,1510096,492
MGG_02113,MGG_02113T0,591953,593049,1096
MGG_16124,MGG_16124T0,1777891,1778693,802
MGG_12421,MGG_12421T0,7416047,7418542,2495
MGG_08757,MGG_08757T0,234350,238083,3733
MGG_00611,MGG_00611T0,2290616,2292257,1641
MGG_05687,MGG_05687T0,6121062,6126216,5154
MGG_03608,MGG_03608T0,1276798,1278737,1939
MGG_12026,MGG_12026T0,3367515,3367829,314
MGG_16133,MGG_16133T0,2083705,2085572,1867
MGG_03671,MGG_03671T0,1066996,1068160,1164
MGG_08653,MGG_08653T0,7687992,7690053,2061
MGG_01621,MGG_01621T0,4225483,4226706,1223
MGG_17707,MGG_17707T0,2181257,2186692,5435
MGG_00725,MGG_00725T0,1870332,1872975,2643
MGG_16866,MGG_16866T0,4583310,4584965,1655
MGG_08405,MGG_08405T0,7542415,7543916,1501
MGG_06761,MGG_06761T0,2628619,2631809,3190
MGG_09636,MGG_09636T0,3129522,3131400,1878
MGG_09127,MGG_09127T0,107196,107837,641
MGG_03716,MGG_03716T0,927672,931661,3989
MGG_17635,MGG_17635T0,1232245,1232871,626
MGG_15597,MGG_15597T0,1883623,1883961,338
MGG_00226,MGG_00226T0,3599292,3601973,2681
MGG_02202,MGG_02202T0,927376,928384,1008
MGG_05622,MGG_05622T0,5879689,5882211,2522
MGG_00891,MGG_00891T0,1224024,1226602,2578
MGG_15821,MGG_15821T0,5757930,5758215,285
MGG_01121,MGG_01121T0,458726,460231,1505
MGG_06570,MGG_06570T0,3236048,3239350,3302
MGG_02257,MGG_02257T0,1167869,1169155,1286
MGG_16976,MGG_16976T0,6411339,6411824,485
MGG_08345,MGG_08345T0,7759204,7763538,4334
MGG_12584,MGG_12584T0,1280831,1282368,1537
MGG_06945,MGG_06945T0,3330282,3334097,3815
MGG_15046,MGG_15046T0,82878,83595,717
MGG_13670,MGG_13670T0,156598,157205,607
MGG_15793,MGG_15793T0,5289802,5290260,458
MGG_00645,MGG_00645T0,2144509,2146919,2410
MGG_02712,MGG_02712T0,1781594,1783796,2202
MGG_04041,MGG_04041T0,2146034,2146964,930
MGG_15881,MGG_15881T0,6825102,6825518,416
MGG_00291,MGG_00291T0,3388111,3394246,6135
MGG_03521,MGG_03521T0,1605784,1608803,3019
MGG_01691,MGG_01691T0,4470923,4474680,3757
MGG_15229,MGG_15229T0,2608363,2610062,1699
MGG_08179,MGG_08179T0,5961507,5964121,2614
MGG_15839,MGG_15839T0,6108141,6108698,557
MGG_17892,MGG_17892T0,664442,665946,1504
MGG_10514,MGG_10514T0,4678764,4680726,1962
MGG_10680,MGG_10680T0,74745,76237,1492
MGG_06125,MGG_06125T0,2655841,2657728,1887
MGG_14053,MGG_14053T0,3242799,3243129,330
MGG_17066,MGG_17066T0,1322910,1323672,762
MGG_04672,MGG_04672T0,1222251,1224336,2085
MGG_01245,MGG_01245T0,2829565,2831792,2227
MGG_02970,MGG_02970T0,804595,806936,2341
MGG_09945,MGG_09945T0,4439240,4441827,2587
MGG_04986,MGG_04986T0,4169885,4171484,1599
MGG_03435,MGG_03435T0,1872000,1875298,3298
MGG_00970,MGG_00970T0,968985,970640,1655
MGG_17518,MGG_17518T0,3830626,3831099,473
MGG_02875,MGG_02875T0,1187791,1194259,6468
MGG_17382,MGG_17382T0,1850506,1850933,427
MGG_07615,MGG_07615T0,1220841,1221569,728
MGG_01964,MGG_01964T0,60952,61425,473
MGG_06729,MGG_06729T0,2526274,2529237,2963
MGG_03830,MGG_03830T0,2902815,2904673,1858
MGG_03535,MGG_03535T0,1560238,1563356,3118
MGG_02884,MGG_02884T0,1150200,1152279,2079
MGG_02715,MGG_02715T0,1773136,1774754,1618
MGG_02649,MGG_02649T0,2065616,2069238,3622
MGG_15758,MGG_15758T0,4544223,4545102,879
MGG_15572,MGG_15572T0,1432016,1432666,650
MGG_10011,MGG_10011T0,4944390,4951538,7148
MGG_15564,MGG_15564T0,1305341,1306122,781
MGG_16259,MGG_16259T0,3946693,3949369,2676
MGG_02101,MGG_02101T0,569238,570870,1632
MGG_00160,MGG_00160T0,3905698,3908367,2669
MGG_05161,MGG_05161T0,4800336,4802488,2152
MGG_00340,MGG_00340T0,3200920,3201911,991
MGG_14861,MGG_14861T0,3153957,3154783,826
MGG_02733,MGG_02733T0,1708383,1710424,2041
MGG_15270,MGG_15270T0,6605802,6606456,654
MGG_03701,MGG_03701T0,975583,978846,3263
MGG_02829,MGG_02829T0,1363141,1366887,3746
MGG_08074,MGG_08074T0,5605500,5608025,2525
MGG_16012,MGG_16012T0,355367,356151,784
MGG_03829,MGG_03829T0,2904817,2905916,1099
MGG_06543,MGG_06543T0,3340051,3341309,1258
MGG_09190,MGG_09190T0,3678990,3683856,4866
MGG_15429,MGG_15429T0,4103554,4106427,2873
MGG_14725,MGG_14725T0,4481942,4482343,401
MGG_01590,MGG_01590T0,4111622,4114307,2685
MGG_09526,MGG_09526T0,3371985,3373821,1836
MGG_14194,MGG_14194T0,182158,182673,515
MGG_12897,MGG_12897T0,5193761,5195076,1315
MGG_08093,MGG_08093T0,5677331,5681656,4325
MGG_09716,MGG_09716T0,5405543,5407723,2180
MGG_10328,MGG_10328T0,89707,91468,1761
MGG_17409,MGG_17409T0,2251024,2251355,331
MGG_06071,MGG_06071T0,2478551,2479613,1062
MGG_07223,MGG_07223T0,6861750,6862887,1137
MGG_12091,MGG_12091T0,2682356,2683618,1262
MGG_15886,MGG_15886T0,6915039,6916651,1612
MGG_04654,MGG_04654T0,1160994,1162325,1331
MGG_06835,MGG_06835T0,2932106,2932877,771
MGG_14775,MGG_14775T0,3068465,3072717,4252
MGG_00977,MGG_00977T0,947089,948529,1440
MGG_01700,MGG_01700T0,4507889,4510230,2341
MGG_06040,MGG_06040T0,2366026,2367764,1738
MGG_16599,MGG_16599T0,286981,287443,462
MGG_02851,MGG_02851T0,1276448,1278453,2005
MGG_02081,MGG_02081T0,506857,508760,1903
MGG_17785,MGG_17785T0,3361760,3362314,554
MGG_16268,MGG_16268T0,4064047,4064663,616
MGG_02722,MGG_02722T0,1744410,1746399,1989
MGG_17879,MGG_17879T0,514386,514926,540
MGG_07457,MGG_07457T0,700945,704665,3720
MGG_17628,MGG_17628T0,1052718,1053305,587
MGG_15014,MGG_15014T0,1794456,1796309,1853
MGG_04545,MGG_04545T0,7264921,7267125,2204
MGG_02121,MGG_02121T0,626618,627754,1136
MGG_05845,MGG_05845T0,1695066,1696934,1868
MGG_10547,MGG_10547T0,4812259,4815171,2912
MGG_11724,MGG_11724T0,4289847,4292189,2342
MGG_11495,MGG_11495T0,1650777,1652923,2146
MGG_03030,MGG_03030T0,585154,587099,1945
MGG_11300,MGG_11300T0,2226818,2227290,472
MGG_05505,MGG_05505T0,5456215,5458212,1997
MGG_17244,MGG_17244T0,4894762,4895266,504
MGG_16058,MGG_16058T0,923725,924448,723
MGG_01816,MGG_01816T0,4941845,4947552,5707
MGG_08761,MGG_08761T0,214594,217595,3001
MGG_04743,MGG_04743T0,1354762,1357318,2556
MGG_11025,MGG_11025T0,838220,842923,4703
MGG_05631,MGG_05631T0,5910725,5913371,2646
MGG_08915,MGG_08915T0,2099112,2101531,2419
MGG_13647,MGG_13647T0,5267153,5268913,1760
MGG_12926,MGG_12926T0,4828672,4831422,2750
MGG_04230,MGG_04230T0,1484435,1486103,1668
MGG_07516,MGG_07516T0,893113,895536,2423
MGG_11270,MGG_11270T0,2619904,2622511,2607
MGG_10732,MGG_10732T0,110055,110485,430
MGG_05597,MGG_05597T0,5791762,5793106,1344
MGG_10006,MGG_10006T0,4972018,4972902,884
MGG_16192,MGG_16192T0,3008139,3009139,1000
MGG_15956,MGG_15956T0,7967021,7967764,743
MGG_01720,MGG_01720T0,4566081,4568967,2886
MGG_06059,MGG_06059T0,2420755,2422948,2193
MGG_01143,MGG_01143T0,348188,350035,1847
MGG_05364,MGG_05364T0,4959442,4960933,1491
MGG_17199,MGG_17199T0,4297615,4298105,490
MGG_05255,MGG_05255T0,5164831,5167276,2445
MGG_17461,MGG_17461T0,2963330,2963565,235
MGG_15578,MGG_15578T0,1530577,1531162,585
MGG_17697,MGG_17697T0,2079949,2086342,6393
MGG_16174,MGG_16174T0,2829260,2829876,616
MGG_12479,MGG_12479T0,8019471,8021427,1956
MGG_04136,MGG_04136T0,1832853,1833886,1033
MGG_05262,MGG_05262T0,5196495,5206196,9701
MGG_17995,MGG_17995T0,1934190,1934659,469
MGG_03412,MGG_03412T0,1958568,1960274,1706
MGG_08836,MGG_08836T0,1815115,1816135,1020
MGG_04961,MGG_04961T0,4077631,4080841,3210
MGG_04179,MGG_04179T0,1691142,1694182,3040
MGG_01431,MGG_01431T0,3501429,3503077,1648
MGG_15495,MGG_15495T0,94698,95731,1033
MGG_15011,MGG_15011T0,1607456,1609705,2249
MGG_07768,MGG_07768T0,5681025,5686846,5821
MGG_16920,MGG_16920T0,5643156,5644677,1521
MGG_14930,MGG_14930T0,3720418,3722012,1594
MGG_12758,MGG_12758T0,2747160,2749897,2737
MGG_05123,MGG_05123T0,4670562,4672395,1833
MGG_14615,MGG_14615T0,226348,227599,1251
MGG_04771,MGG_04771T0,1403703,1406494,2791
MGG_01600,MGG_01600T0,4149321,4151155,1834
MGG_00648,MGG_00648T0,2137632,2139054,1422
MGG_04140,MGG_04140T0,1824884,1827943,3059
MGG_08552,MGG_08552T0,628650,629544,894
MGG_06463,MGG_06463T0,3648668,3651401,2733
MGG_07119,MGG_07119T0,6430852,6432211,1359
MGG_09896,MGG_09896T0,4255189,4257913,2724
MGG_07617,MGG_07617T0,1229132,1230739,1607
MGG_15129,MGG_15129T0,4699927,4701824,1897
MGG_10221,MGG_10221T0,531703,532770,1067
MGG_09362,MGG_09362T0,3551985,3552308,323
MGG_07469,MGG_07469T0,749450,750764,1314
MGG_17113,MGG_17113T0,2220695,2221802,1107
MGG_12323,MGG_12323T0,6123285,6123531,246
MGG_16726,MGG_16726T0,2138920,2140502,1582
MGG_01640,MGG_01640T0,4299351,4300250,899
MGG_03991,MGG_03991T0,2310014,2314130,4116
MGG_16101,MGG_16101T0,1448370,1448708,338
MGG_04188,MGG_04188T0,1658453,1662194,3741
MGG_09562,MGG_09562T0,3263175,3266773,3598
MGG_05228,MGG_05228T0,5067322,5069195,1873
MGG_05752,MGG_05752T0,6398416,6399111,695
MGG_08745,MGG_08745T0,279663,282165,2502
MGG_16551,MGG_16551T0,7803023,7803844,821
MGG_02525,MGG_02525T0,2204617,2206594,1977
MGG_01301,MGG_01301T0,3034621,3036802,2181
MGG_16474,MGG_16474T0,6520693,6521376,683
MGG_05887,MGG_05887T0,1835312,1836311,999
MGG_07358,MGG_07358T0,7375482,7378345,2863
MGG_01932,MGG_01932T0,619099,620537,1438
MGG_03462,MGG_03462T0,1780744,1785018,4274
MGG_03051,MGG_03051T0,491454,494769,3315
MGG_09904,MGG_09904T0,4285858,4289275,3417
MGG_06854,MGG_06854T0,2996660,2999678,3018
MGG_01759,MGG_01759T0,4729118,4732419,3301
MGG_14945,MGG_14945T0,3176285,3182911,6626
MGG_13625,MGG_13625T0,5051988,5053360,1372
MGG_09607,MGG_09607T0,3245074,3246717,1643
MGG_09413,MGG_09413T0,3361408,3365208,3800
MGG_10876,MGG_10876T0,760612,763533,2921
MGG_04589,MGG_04589T0,1046235,1053422,7187
MGG_16859,MGG_16859T0,4525171,4525485,314
MGG_08163,MGG_08163T0,5910472,5911012,540
MGG_16034,MGG_16034T0,584016,585372,1356
MGG_15290,MGG_15290T0,894125,896959,2834
MGG_04147,MGG_04147T0,1802181,1802779,598
MGG_00039,MGG_00039T0,4340656,4343659,3003
MGG_16957,MGG_16957T0,6154279,6154552,273
MGG_18053,MGG_18053T0,2816411,2816934,523
MGG_07920,MGG_07920T0,6251025,6253035,2010
MGG_10847,MGG_10847T0,6537132,6539228,2096
MGG_01990,MGG_01990T0,160194,161785,1591
MGG_07915,MGG_07915T0,6237100,6239158,2058
MGG_15391,MGG_15391T0,3299480,3300148,668
MGG_05190,MGG_05190T0,4897386,4902345,4959
MGG_06559,MGG_06559T0,3297134,3300429,3295
MGG_16203,MGG_16203T0,3147745,3152285,4540
MGG_00637,MGG_00637T0,2165620,2168074,2454
MGG_06770,MGG_06770T0,2677695,2679077,1382
MGG_05278,MGG_05278T0,5247874,5250421,2547
MGG_04719,MGG_04719T0,6871257,6873177,1920
MGG_05180,MGG_05180T0,4855572,4856732,1160
MGG_05514,MGG_05514T0,5479386,5481064,1678
MGG_15228,MGG_15228T0,2848380,2848733,353
MGG_00016,MGG_00016T0,4429065,4430803,1738
MGG_15609,MGG_15609T0,2125340,2127586,2246
MGG_08833,MGG_08833T0,1808719,1810692,1973
MGG_01838,MGG_01838T0,5052446,5054668,2222
MGG_15936,MGG_15936T0,7751652,7753112,1460
MGG_13742,MGG_13742T0,935410,936255,845
MGG_01481,MGG_01481T0,3724000,3725785,1785
MGG_14859,MGG_14859T0,3305343,3307253,1910
MGG_11991,MGG_11991T0,1122080,1122538,458
MGG_16178,MGG_16178T0,2873949,2874686,737
MGG_01839,MGG_01839T0,5054859,5056980,2121
MGG_01073,MGG_01073T0,603219,606733,3514
MGG_13119,MGG_13119T0,5676286,5679499,3213
MGG_02573,MGG_02573T0,2339585,2341949,2364
MGG_00514,MGG_00514T0,2626724,2629894,3170
MGG_07551,MGG_07551T0,994317,996258,1941
MGG_04851,MGG_04851T0,3713174,3714352,1178
MGG_10618,MGG_10618T0,6541243,6542417,1174
MGG_15797,MGG_15797T0,5327306,5327699,393
MGG_11490,MGG_11490T0,1567534,1571641,4107
MGG_15234,MGG_15234T0,2072488,2077432,4944
MGG_03600,MGG_03600T0,1314779,1317057,2278
MGG_02840,MGG_02840T0,1313024,1315469,2445
MGG_06104,MGG_06104T0,2594542,2598250,3708
MGG_16322,MGG_16322T0,4789610,4790020,410
MGG_01782,MGG_01782T0,4813980,4817058,3078
MGG_07854,MGG_07854T0,6033357,6034144,787
MGG_07029,MGG_07029T0,6148556,6149278,722
MGG_10144,MGG_10144T0,776674,777510,836
MGG_16181,MGG_16181T0,2890890,2895829,4939
MGG_16836,MGG_16836T0,4054247,4055200,953
MGG_13576,MGG_13576T0,4596603,4599438,2835
MGG_03318,MGG_03318T0,2286102,2287358,1256
MGG_00813,MGG_00813T0,1519572,1520993,1421
MGG_02058,MGG_02058T0,423459,425367,1908
MGG_00666,MGG_00666T0,2087827,2089023,1196
MGG_15101,MGG_15101T0,7724099,7724488,389
MGG_03575,MGG_03575T0,1406756,1407127,371
MGG_03556,MGG_03556T0,1479465,1480631,1166
MGG_03073,MGG_03073T0,386254,387567,1313
MGG_04419,MGG_04419T0,7437668,7439432,1764
MGG_14729,MGG_14729T0,470144,471415,1271
MGG_02616,MGG_02616T0,2188353,2190770,2417
MGG_14264,MGG_14264T0,7578503,7580664,2161
MGG_06354,MGG_06354T0,4053169,4054621,1452
MGG_06776,MGG_06776T0,2696643,2704726,8083
MGG_04736,MGG_04736T0,6837731,6838642,911
MGG_03738,MGG_03738T0,866497,869562,3065
MGG_09650,MGG_09650T0,3078656,3079171,515
MGG_08971,MGG_08971T0,2331152,2332099,947
MGG_17663,MGG_17663T0,1402461,1403788,1327
MGG_06314,MGG_06314T0,4197097,4201353,4256
MGG_12691,MGG_12691T0,2657552,2658584,1032
MGG_10358,MGG_10358T0,852601,854785,2184
MGG_04925,MGG_04925T0,3973725,3974321,596
MGG_04915,MGG_04915T0,3945069,3946793,1724
MGG_08885,MGG_08885T0,1986178,1987673,1495
MGG_06365,MGG_06365T0,4000417,4001688,1271
MGG_12560,MGG_12560T0,972212,973537,1325
MGG_17359,MGG_17359T0,1380115,1380633,518
MGG_04668,MGG_04668T0,1211940,1213606,1666
MGG_16043,MGG_16043T0,726972,727619,647
MGG_04229,MGG_04229T0,1486566,1488385,1819
MGG_06041,MGG_06041T0,2368093,2372593,4500
MGG_09959,MGG_09959T0,4503939,4505417,1478
MGG_00221,MGG_00221T0,3612557,3614157,1600
MGG_06186,MGG_06186T0,2860546,2863089,2543
MGG_16572,MGG_16572T0,7928043,7929099,1056
MGG_11179,MGG_11179T0,4155687,4155980,293
MGG_09914,MGG_09914T0,4320469,4322831,2362
MGG_10298,MGG_10298T0,204088,206444,2356
MGG_16988,MGG_16988T0,6564493,6564955,462
MGG_15165,MGG_15165T0,6330082,6331011,929
MGG_15884,MGG_15884T0,6908786,6909798,1012
MGG_15574,MGG_15574T0,1449204,1451789,2585
MGG_07618,MGG_07618T0,1231178,1233346,2168
MGG_18055,MGG_18055T0,2847592,2847924,332
MGG_14352,MGG_14352T0,257953,258516,563
MGG_04548,MGG_04548T0,7246280,7248442,2162
MGG_12094,MGG_12094T0,2621067,2623769,2702
MGG_08600,MGG_08600T0,824806,825947,1141
MGG_10273,MGG_10273T0,219342,220598,1256
MGG_15421,MGG_15421T0,3875785,3877344,1559
MGG_05232,MGG_05232T0,5079208,5080406,1198
MGG_18006,MGG_18006T0,2090580,2092997,2417
MGG_17190,MGG_17190T0,4058788,4059345,557
MGG_07719,MGG_07719T0,5520486,5521732,1246
MGG_15424,MGG_15424T0,4004429,4005097,668
MGG_02410,MGG_02410T0,1753495,1755243,1748
MGG_16511,MGG_16511T0,7119432,7119951,519
MGG_16265,MGG_16265T0,4057960,4058280,320
MGG_06720,MGG_06720T0,2505298,2507870,2572
MGG_17139,MGG_17139T0,2917041,2917584,543
MGG_08381,MGG_08381T0,7627558,7628721,1163
MGG_16578,MGG_16578T0,7968217,7968730,513
MGG_05658,MGG_05658T0,6004091,6007018,2927
MGG_04541,MGG_04541T0,972292,978102,5810
MGG_02614,MGG_02614T0,2193057,2193992,935
MGG_02157,MGG_02157T0,753941,755657,1716
MGG_09772,MGG_09772T0,5223355,5225266,1911
MGG_06610,MGG_06610T0,3102718,3104391,1673
MGG_02238,MGG_02238T0,1101680,1102334,654
MGG_10067,MGG_10067T0,4749407,4750375,968
MGG_10449,MGG_10449T0,279440,281357,1917
MGG_17696,MGG_17696T0,2076509,2080011,3502
MGG_13915,MGG_13915T0,6282268,6284880,2612
MGG_07435,MGG_07435T0,618081,619710,1629
MGG_17847,MGG_17847T0,19914,22192,2278
MGG_10860,MGG_10860T0,6489031,6491316,2285
MGG_03451,MGG_03451T0,1813450,1817180,3730
MGG_07330,MGG_07330T0,7280293,7281026,733
MGG_16304,MGG_16304T0,4522025,4522273,248
MGG_03507,MGG_03507T0,1659008,1659924,916
MGG_18099,MGG_18099T0,15198,16491,1293
MGG_16220,MGG_16220T0,3339625,3341942,2317
MGG_01982,MGG_01982T0,125891,129839,3948
MGG_05129,MGG_05129T0,4691282,4698886,7604
MGG_01401,MGG_01401T0,3407439,3408813,1374
MGG_07674,MGG_07674T0,1479279,1481680,2401
MGG_14932,MGG_14932T0,2643494,2643878,384
MGG_16626,MGG_16626T0,595208,595778,570
MGG_13275,MGG_13275T0,1917339,1918739,1400
MGG_04509,MGG_04509T0,7275984,7277387,1403
MGG_01933,MGG_01933T0,617408,618991,1583
MGG_04371,MGG_04371T0,658514,661100,2586
MGG_08781,MGG_08781T0,137053,137619,566
MGG_14860,MGG_14860T0,3302773,3305071,2298
MGG_06626,MGG_06626T0,3060282,3062525,2243
MGG_08895,MGG_08895T0,2026907,2028824,1917
MGG_16518,MGG_16518T0,7256322,7256763,441
MGG_10656,MGG_10656T0,4558077,4559906,1829
MGG_03550,MGG_03550T0,1491861,1493531,1670
MGG_12936,MGG_12936T0,4712421,4713722,1301
MGG_14702,MGG_14702T0,3314178,3315528,1350
MGG_06913,MGG_06913T0,3229126,3231633,2507
MGG_16986,MGG_16986T0,6562724,6563186,462
MGG_10941,MGG_10941T0,6583066,6586719,3653
MGG_12633,MGG_12633T0,2038654,2041342,2688
MGG_05678,MGG_05678T0,6093368,6096787,3419
MGG_04442,MGG_04442T0,818101,820527,2426
MGG_10196,MGG_10196T0,1723591,1728074,4483
MGG_16649,MGG_16649T0,842545,845631,3086
MGG_05679,MGG_05679T0,6096934,6097604,670
MGG_17947,MGG_17947T0,1219582,1220380,798
MGG_02913,MGG_02913T0,1053126,1057923,4797
MGG_02746,MGG_02746T0,1679199,1682223,3024
MGG_15914,MGG_15914T0,7435992,7436808,816
MGG_06553,MGG_06553T0,3313984,3315527,1543
MGG_11252,MGG_11252T0,2838551,2840815,2264
MGG_03713,MGG_03713T0,938125,939657,1532
MGG_03228,MGG_03228T0,2622718,2626427,3709
MGG_06108,MGG_06108T0,2604433,2605950,1517
MGG_17653,MGG_17653T0,1336945,1337485,540
MGG_02207,MGG_02207T0,943863,944246,383
MGG_17048,MGG_17048T0,799039,799708,669
MGG_01475,MGG_01475T0,3699429,3701377,1948
MGG_04888,MGG_04888T0,3844965,3847338,2373
MGG_01170,MGG_01170T0,2499292,2500065,773
MGG_06077,MGG_06077T0,2499048,2500963,1915
MGG_06280,MGG_06280T0,4307352,4310323,2971
MGG_15665,MGG_15665T0,2982549,2983009,460
MGG_04327,MGG_04327T0,1161247,1167071,5824
MGG_06335,MGG_06335T0,4115786,4119532,3746
MGG_01018,MGG_01018T0,800598,803909,3311
MGG_16902,MGG_16902T0,5285345,5286703,1358
MGG_01868,MGG_01868T0,5156977,5159706,2729
MGG_15898,MGG_15898T0,7147325,7147728,403
MGG_04605,MGG_04605T0,1076283,1078527,2244
MGG_14592,MGG_14592T0,1260130,1260648,518
MGG_09619,MGG_09619T0,3196450,3197595,1145
MGG_17948,MGG_17948T0,1226072,1226845,773
MGG_03971,MGG_03971T0,2376480,2378149,1669
MGG_03295,MGG_03295T0,2358637,2362008,3371
MGG_02880,MGG_02880T0,1165855,1170786,4931
MGG_01916,MGG_01916T0,658162,659859,1697
MGG_00111,MGG_00111T0,4099182,4104366,5184
MGG_17329,MGG_17329T0,834815,836000,1185
MGG_00518,MGG_00518T0,2618714,2620458,1744
MGG_06372,MGG_06372T0,3978588,3982676,4088
MGG_01516,MGG_01516T0,3876114,3879577,3463
MGG_10407,MGG_10407T0,967077,968869,1792
MGG_16915,MGG_16915T0,5600061,5605079,5018
MGG_03850,MGG_03850T0,2823301,2830782,7481
MGG_02458,MGG_02458T0,1952373,1953457,1084
MGG_14596,MGG_14596T0,1094393,1096696,2303
MGG_01326,MGG_01326T0,3106198,3110069,3871
MGG_04481,MGG_04481T0,7346976,7348767,1791
MGG_09010,MGG_09010T0,2712808,2715473,2665
MGG_13236,MGG_13236T0,2278742,2279060,318
MGG_00850,MGG_00850T0,1397682,1403575,5893
MGG_00283,MGG_00283T0,3423331,3424264,933
MGG_15340,MGG_15340T0,5417883,5419157,1274
MGG_14042,MGG_14042T0,3123622,3129414,5792
MGG_02424,MGG_02424T0,1801090,1802532,1442
MGG_05633,MGG_05633T0,5915923,5917699,1776
MGG_09255,MGG_09255T0,3937563,3944032,6469
MGG_06567,MGG_06567T0,3246313,3248503,2190
MGG_15939,MGG_15939T0,7785866,7786548,682
MGG_16817,MGG_16817T0,3727473,3727956,483
MGG_04864,MGG_04864T0,3766781,3768520,1739
MGG_16040,MGG_16040T0,697918,698191,273
MGG_04474,MGG_04474T0,7378035,7380963,2928
