"","Gene","A01","A02","A03","A04","A05","A06","A07","A08","A09","A10","A11","A12","A13","A14","A15","A16","A17","A18","A19","A20","A21","A22","A23","A24","Transcript.stable.ID","Transcript.start..bp.","Transcript.end..bp.","length"
"10270","MGG_15431",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_15431T0",254394,255767,1373
"10271","MGG_15434",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_15434T0",158109,158589,480
"10272","MGG_15435",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_15435T0",85809,87519,1710
"10273","MGG_15436",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_15436T0",28988,30975,1987
"10274","MGG_15437",0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,"MGG_15437T0",33319,33897,578
"10275","MGG_15438",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_15438T0",34138,35657,1519
"10276","MGG_15439",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_15439T0",36354,37415,1061
"10277","MGG_15440",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_15440T0",39271,39921,650
"10278","MGG_15441",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_15441T0",51613,53711,2098
"10279","MGG_15442",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1,1,0,"MGG_15442T0",55657,56630,973
"10280","MGG_15443",0,0,0,0,0,0,0,0,0,0,0,0,6,8,7,11,0,0,2,2,0,0,0,0,"MGG_15443T0",62619,62966,347
"10281","MGG_15444",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_15444T0",98525,99164,639
"10282","MGG_15445",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,"MGG_15445T0",114603,115165,562
"10283","MGG_15447",0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_15447T0",158057,158766,709
"10284","MGG_15448",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"MGG_15448T0",170628,170910,282
"10285","MGG_15449",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_15449T0",187422,188633,1211
"10286","MGG_15450",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_15450T0",189593,190394,801
"10287","MGG_15451",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,3,2,2,0,"MGG_15451T0",222545,225315,2770
"10288","MGG_15457",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_15457T0",5548662,5551359,2697
"10289","MGG_15458",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"MGG_15458T0",5554562,5555025,463
"10290","MGG_15459",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,0,0,0,0,0,0,"MGG_15459T0",5566063,5566442,379
"10291","MGG_15460",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_15460T0",5567132,5567784,652
"10292","MGG_15461",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_15461T0",5572477,5573004,527
"10293","MGG_15478",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,1,1,0,"MGG_15478T0",4549953,4550733,780
"10294","MGG_15479",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_15479T0",4596248,4598855,2607
"10295","MGG_15480",0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"MGG_15480T0",4598981,4601211,2230
"10296","MGG_15482",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_15482T0",8272732,8273244,512
"10297","MGG_15483",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_15483T0",8297080,8297678,598
"10298","MGG_15484",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_15484T0",8315114,8315564,450
"10299","MGG_15485",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,"MGG_15485T0",8317916,8319389,1473
"10300","MGG_15487",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_15487T0",456658,456975,317
"10301","MGG_15489",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_15489T3",135,2830,2695
"10302","MGG_15489",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_15489T0",135,3041,2906
"10303","MGG_15489",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_15489T2",135,2830,2695
"10304","MGG_15489",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_15489T1",135,3673,3538
"10305","MGG_15490",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_15490T0",13406,14523,1117
"10306","MGG_15491",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_15491T0",17702,18608,906
"10307","MGG_15492",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"MGG_15492T0",22492,24229,1737
"10308","MGG_15493",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_15493T0",28411,28873,462
"10309","MGG_15494",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"MGG_15494T0",61412,62922,1510
"10310","MGG_15495",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_15495T0",94698,95731,1033
"10311","MGG_15496",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,"MGG_15496T0",95695,99013,3318
"10312","MGG_15497",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_15497T0",107190,107727,537
"10313","MGG_15498",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_15498T0",112284,112787,503
"10314","MGG_15499",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_15499T0",117193,117393,200
"10315","MGG_15500",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_15500T0",150040,150502,462
"10316","MGG_15501",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,"MGG_15501T1",157279,158668,1389
"10317","MGG_15501",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,"MGG_15501T0",157279,158668,1389
"10318","MGG_15502",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_15502T0",163284,163685,401
"10319","MGG_15503",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"MGG_15503T0",165664,166527,863
"10320","MGG_15504",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_15504T0",184209,184591,382
"10321","MGG_15505",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"MGG_15505T0",184878,186028,1150
"10322","MGG_15506",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_15506T0",206763,207342,579
"10323","MGG_15507",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_15507T0",207414,207905,491
"10324","MGG_15508",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_15508T0",210585,211710,1125
"10325","MGG_15509",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,"MGG_15509T0",211831,213802,1971
"10326","MGG_15510",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_15510T0",213855,214351,496
"10327","MGG_15511",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_15511T0",227880,228342,462
"10328","MGG_15512",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_15512T0",234960,235422,462
"10329","MGG_15513",0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,1,0,0,0,0,0,0,"MGG_15513T0",265476,266260,784
"10330","MGG_15514",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_15514T0",282483,282963,480
"10331","MGG_15515",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_15515T0",284264,285875,1611
"10332","MGG_15516",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_15516T0",292173,293123,950
"10333","MGG_15517",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"MGG_15517T0",311634,313486,1852
"10334","MGG_15518",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"MGG_15518T0",313468,314314,846
"10335","MGG_15519",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"MGG_15519T0",338953,339529,576
"10336","MGG_15520",0,0,0,0,0,0,0,1,0,0,0,0,0,2,3,3,1,2,7,3,4,3,4,0,"MGG_15520T0",350134,352642,2508
"10337","MGG_15521",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_15521T0",365452,366467,1015
"10338","MGG_15522",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,1,1,0,"MGG_15522T0",494343,496716,2373
"10339","MGG_15523",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1,0,2,1,0,"MGG_15523T0",496670,499488,2818
"10340","MGG_15524",0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_15524T0",504965,505418,453
"10341","MGG_15525",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_15525T0",505390,508901,3511
"10342","MGG_15526",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_15526T0",533184,533759,575
"10343","MGG_15527",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,3,0,1,4,4,1,1,2,0,"MGG_15527T0",605496,607448,1952
"10344","MGG_15528",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,2,1,"MGG_15528T0",607419,609526,2107
"10345","MGG_15529",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_15529T0",610163,610435,272
"10346","MGG_15530",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"MGG_15530T0",645123,646880,1757
"10347","MGG_15531",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"MGG_15531T0",661107,661786,679
"10348","MGG_15532",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,0,1,4,4,0,5,3,2,"MGG_15532T0",665014,668052,3038
"10349","MGG_15533",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,"MGG_15533T0",668478,668765,287
"10350","MGG_15534",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_15534T0",707571,709684,2113
"10351","MGG_15535",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"MGG_15535T0",709802,714017,4215
"10352","MGG_15536",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,3,1,1,5,2,1,"MGG_15536T0",723982,732043,8061
"10353","MGG_15537",0,0,0,0,0,0,0,0,1,0,0,2,7,1,4,16,4,3,14,5,5,11,12,2,"MGG_15537T0",731973,736317,4344
"10354","MGG_15538",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_15538T0",754205,755127,922
"10355","MGG_15539",0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,1,0,0,1,0,"MGG_15539T0",780084,781209,1125
"10356","MGG_15540",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,9,0,0,2,6,0,"MGG_15540T0",819835,821829,1994
"10357","MGG_15541",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_15541T0",841174,841495,321
"10358","MGG_15542",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_15542T0",867852,868670,818
"10359","MGG_15543",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_15543T0",892442,892663,221
"10360","MGG_15544",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_15544T0",906981,907762,781
"10361","MGG_15545",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_15545T0",955267,957112,1845
"10362","MGG_15546",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_15546T0",959708,960197,489
"10363","MGG_15547",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_15547T0",1010072,1011691,1619
"10364","MGG_15548",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_15548T0",1072060,1072505,445
"10365","MGG_15549",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_15549T0",1150815,1151237,422
"10366","MGG_15550",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"MGG_15550T0",1158869,1160180,1311
"10367","MGG_15551",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_15551T0",1174136,1174441,305
"10368","MGG_15552",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_15552T0",1199806,1201038,1232
"10369","MGG_15553",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"MGG_15553T0",1218013,1219470,1457
"10370","MGG_15554",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,6,3,1,4,6,2,"MGG_15554T0",1219396,1221978,2582
"10371","MGG_15555",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_15555T0",1225087,1226112,1025
"10372","MGG_15556",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_15556T0",1253393,1253781,388
"10373","MGG_15557",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_15557T0",1266234,1267077,843
"10374","MGG_15558",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_15558T0",1268821,1269393,572
"10375","MGG_15559",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"MGG_15559T0",1271199,1272020,821
"10376","MGG_15560",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"MGG_15560T0",1272272,1272863,591
"10377","MGG_15561",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_15561T0",1281234,1281478,244
"10378","MGG_15562",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,"MGG_15562T0",1286428,1287883,1455
"10379","MGG_15563",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,2,0,5,2,0,"MGG_15563T0",1302002,1305400,3398
"10380","MGG_15564",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_15564T0",1305341,1306122,781
"10381","MGG_15565",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,"MGG_15565T0",1306484,1308466,1982
"10382","MGG_15566",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,2,0,0,0,2,"MGG_15566T0",1308441,1311559,3118
"10383","MGG_15567",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_15567T0",1329355,1329708,353
"10384","MGG_15568",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_15568T0",1337842,1338368,526
"10385","MGG_15569",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,2,2,1,0,"MGG_15569T0",1374214,1374825,611
"10386","MGG_15570",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_15570T0",1423619,1424046,427
"10387","MGG_15571",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_15571T0",1425636,1426150,514
"10388","MGG_15572",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_15572T0",1432016,1432666,650
"10389","MGG_15573",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_15573T0",1434656,1435658,1002
"10390","MGG_15574",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_15574T0",1449204,1451789,2585
"10391","MGG_15575",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_15575T0",1496897,1497453,556
"10392","MGG_15576",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,4,3,2,10,3,2,"MGG_15576T0",1519350,1521109,1759
"10393","MGG_15577",0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,13,1,5,35,14,6,71,44,7,"MGG_15577T0",1521372,1522925,1553
"10394","MGG_15578",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_15578T0",1530577,1531162,585
"10395","MGG_15579",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_15579T0",1539819,1540928,1109
"10396","MGG_15580",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_15580T0",1552834,1556036,3202
"10397","MGG_15581",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_15581T0",1577366,1577818,452
"10398","MGG_15582",0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,2,0,0,2,1,1,1,0,0,"MGG_15582T0",1593649,1595210,1561
"10399","MGG_15583",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,"MGG_15583T0",1595136,1597347,2211
"10400","MGG_15584",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_15584T0",1612354,1612735,381
"10401","MGG_15585",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_15585T0",1649076,1649669,593
"10402","MGG_15586",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_15586T0",1676074,1676509,435
"10403","MGG_15587",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_15587T0",1677315,1677743,428
"10404","MGG_15588",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_15588T0",1681094,1681685,591
"10405","MGG_15589",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_15589T0",1699910,1700534,624
"10406","MGG_15590",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_15590T0",1732992,1733295,303
"10407","MGG_15591",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_15591T0",1751833,1752348,515
"10408","MGG_15592",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_15592T0",1786173,1786576,403
"10409","MGG_15593",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_15593T0",1796727,1797543,816
"10410","MGG_15594",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_15594T0",1855219,1855828,609
"10411","MGG_15595",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"MGG_15595T0",1858653,1859258,605
"10412","MGG_15596",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_15596T0",1864266,1865116,850
"10413","MGG_15597",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_15597T0",1883623,1883961,338
"10414","MGG_15598",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,9,2,0,3,0,1,"MGG_15598T0",1917489,1918217,728
"10415","MGG_15599",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,"MGG_15599T0",1918150,1920504,2354
"10416","MGG_15600",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,1,1,5,1,2,4,0,0,"MGG_15600T0",1952878,1956693,3815
"10417","MGG_15601",0,0,0,0,0,0,1,0,2,0,0,1,2,6,15,29,6,6,37,18,11,64,63,12,"MGG_15601T0",1956637,1961841,5204
"10418","MGG_15602",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"MGG_15602T0",1996128,1997190,1062
"10419","MGG_15603",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_15603T0",2006800,2007060,260
"10420","MGG_15604",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_15604T0",2013890,2014296,406
"10421","MGG_15605",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_15605T0",2036299,2037104,805
"10422","MGG_15606",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,5,4,3,16,5,0,"MGG_15606T0",2047298,2049218,1920
"10423","MGG_15607",0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,2,2,2,7,0,0,0,4,0,"MGG_15607T0",2062999,2065633,2634
"10424","MGG_15608",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_15608T0",2123872,2124517,645
"10425","MGG_15609",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"MGG_15609T0",2125340,2127586,2246
"10426","MGG_15610",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_15610T0",2128513,2129034,521
"10427","MGG_15611",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_15611T0",2190912,2191224,312
"10428","MGG_15612",0,0,0,0,0,0,0,0,0,0,1,1,2,1,2,4,2,0,1,2,0,2,2,0,"MGG_15612T0",2201155,2205905,4750
"10429","MGG_15613",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_15613T0",2213437,2213686,249
"10430","MGG_15614",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_15614T0",2222944,2223861,917
"10431","MGG_15615",0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,1,0,0,1,0,0,0,0,0,"MGG_15615T0",2227598,2228539,941
"10432","MGG_15616",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_15616T0",2243326,2243703,377
"10433","MGG_15617",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_15617T0",2249827,2250637,810
"10434","MGG_15618",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_15618T1",2250625,2250928,303
"10435","MGG_15618",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_15618T0",2250728,2251074,346
"10436","MGG_15619",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_15619T0",2260276,2261590,1314
"10437","MGG_15620",0,0,0,0,0,0,0,2,2,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,"MGG_15620T0",2266725,2267040,315
"10438","MGG_15621",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_15621T0",2274268,2275230,962
"10439","MGG_15622",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_15622T0",2287581,2289470,1889
"10440","MGG_15623",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_15623T0",2306363,2306988,625
"10441","MGG_15624",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,10,0,2,4,4,1,"MGG_15624T0",2314768,2316865,2097
"10442","MGG_15625",0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_15625T0",2392027,2392332,305
"10443","MGG_15626",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_15626T0",2402252,2402788,536
"10444","MGG_15627",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,0,0,"MGG_15627T0",2410303,2411734,1431
"10445","MGG_15628",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,1,0,1,0,"MGG_15628T1",2423995,2424886,891
